TREE	ALN	ALNLEN	mean_BSS	median_BSS	evoRate
29765at147550.cds.clipkit.FT.tre	29765at147550.cds.clipkit	3471	0.859	0.859	0.0363
29767at147550.cds.clipkit.FT.tre	29767at147550.cds.clipkit	2832	0.8343	0.8343	0.0332
2986at147550.cds.clipkit.FT.tre	2986at147550.cds.clipkit	7485	0.9	0.9	0.0614
29893at147550.cds.clipkit.FT.tre	29893at147550.cds.clipkit	4050	0.8235	0.8235	0.045
30407at147550.cds.clipkit.FT.tre	30407at147550.cds.clipkit	6429	0.8564	0.8564	0.0617
30768at147550.cds.clipkit.FT.tre	30768at147550.cds.clipkit	2562	0.8559	0.8559	0.0629
30155at147550.cds.clipkit.FT.tre	30155at147550.cds.clipkit	3249	0.8364	0.8364	0.0971
30058at147550.cds.clipkit.FT.tre	30058at147550.cds.clipkit	2727	0.831	0.831	0.0588
30833at147550.cds.clipkit.FT.tre	30833at147550.cds.clipkit	6552	0.873	0.873	0.0704
30482at147550.cds.clipkit.FT.tre	30482at147550.cds.clipkit	2595	0.8365	0.8365	0.0424
30685at147550.cds.clipkit.FT.tre	30685at147550.cds.clipkit	4974	0.8732	0.8732	0.0589
30164at147550.cds.clipkit.FT.tre	30164at147550.cds.clipkit	3252	0.8654	0.8654	0.0617
31062at147550.cds.clipkit.FT.tre	31062at147550.cds.clipkit	2295	0.8461	0.8461	0.0347
30523at147550.cds.clipkit.FT.tre	30523at147550.cds.clipkit	5130	0.8765	0.8765	0.0818
30903at147550.cds.clipkit.FT.tre	30903at147550.cds.clipkit	2052	0.8375	0.8375	0.0364
30025at147550.cds.clipkit.FT.tre	30025at147550.cds.clipkit	4299	0.8765	0.8765	0.0554
3005at147550.cds.clipkit.FT.tre	3005at147550.cds.clipkit	8157	0.8745	0.8745	0.0465
30965at147550.cds.clipkit.FT.tre	30965at147550.cds.clipkit	2514	0.8427	0.8427	0.0673
31972at147550.cds.clipkit.FT.tre	31972at147550.cds.clipkit	4179	0.8517	0.8517	0.053
31559at147550.cds.clipkit.FT.tre	31559at147550.cds.clipkit	3063	0.8556	0.8556	0.0403
31455at147550.cds.clipkit.FT.tre	31455at147550.cds.clipkit	8892	0.8937	0.8937	0.1499
30256at147550.cds.clipkit.FT.tre	30256at147550.cds.clipkit	3195	0.8221	0.8221	0.0354
31020at147550.cds.clipkit.FT.tre	31020at147550.cds.clipkit	3936	0.8528	0.8528	0.0607
30956at147550.cds.clipkit.FT.tre	30956at147550.cds.clipkit	4512	0.8875	0.8875	0.0962
31115at147550.cds.clipkit.FT.tre	31115at147550.cds.clipkit	2892	0.8614	0.8614	0.044
30578at147550.cds.clipkit.FT.tre	30578at147550.cds.clipkit	3105	0.856	0.856	0.0502
3068at147550.cds.clipkit.FT.tre	3068at147550.cds.clipkit	7560	0.8854	0.8854	0.0473
31791at147550.cds.clipkit.FT.tre	31791at147550.cds.clipkit	2808	0.8612	0.8612	0.042
32455at147550.cds.clipkit.FT.tre	32455at147550.cds.clipkit	6204	0.8622	0.8622	0.0838
31403at147550.cds.clipkit.FT.tre	31403at147550.cds.clipkit	2748	0.8561	0.8561	0.0519
31033at147550.cds.clipkit.FT.tre	31033at147550.cds.clipkit	8016	0.891	0.891	0.161
30770at147550.cds.clipkit.FT.tre	30770at147550.cds.clipkit	1830	0.808	0.808	0.0473
3085at147550.cds.clipkit.FT.tre	3085at147550.cds.clipkit	7953	0.9221	0.9221	0.0565
32249at147550.cds.clipkit.FT.tre	32249at147550.cds.clipkit	7170	0.8555	0.8555	0.0438
32233at147550.cds.clipkit.FT.tre	32233at147550.cds.clipkit	2025	0.826	0.826	0.034
32597at147550.cds.clipkit.FT.tre	32597at147550.cds.clipkit	3456	0.8465	0.8465	0.0366
31185at147550.cds.clipkit.FT.tre	31185at147550.cds.clipkit	5466	0.8771	0.8771	0.053
32284at147550.cds.clipkit.FT.tre	32284at147550.cds.clipkit	5367	0.8862	0.8862	0.0659
32998at147550.cds.clipkit.FT.tre	32998at147550.cds.clipkit	4317	0.9128	0.9128	0.2127
32906at147550.cds.clipkit.FT.tre	32906at147550.cds.clipkit	5064	0.8686	0.8686	0.0427
30800at147550.cds.clipkit.FT.tre	30800at147550.cds.clipkit	2481	0.8462	0.8462	0.0989
32319at147550.cds.clipkit.FT.tre	32319at147550.cds.clipkit	1920	0.8095	0.8095	0.0501
30688at147550.cds.clipkit.FT.tre	30688at147550.cds.clipkit	3159	0.8789	0.8789	0.0839
32657at147550.cds.clipkit.FT.tre	32657at147550.cds.clipkit	4053	0.8695	0.8695	0.0951
32619at147550.cds.clipkit.FT.tre	32619at147550.cds.clipkit	2127	0.8408	0.8408	0.0387
31391at147550.cds.clipkit.FT.tre	31391at147550.cds.clipkit	5499	0.8549	0.8549	0.0198
31701at147550.cds.clipkit.FT.tre	31701at147550.cds.clipkit	3681	0.8521	0.8521	0.1424
33311at147550.cds.clipkit.FT.tre	33311at147550.cds.clipkit	1842	0.824	0.824	0.0208
31961at147550.cds.clipkit.FT.tre	31961at147550.cds.clipkit	3777	0.8807	0.8807	0.113
3281at147550.cds.clipkit.FT.tre	3281at147550.cds.clipkit	7374	0.9001	0.9001	0.0378
32307at147550.cds.clipkit.FT.tre	32307at147550.cds.clipkit	1758	0.8457	0.8457	0.0232
32945at147550.cds.clipkit.FT.tre	32945at147550.cds.clipkit	5511	0.8539	0.8539	0.0429
32654at147550.cds.clipkit.FT.tre	32654at147550.cds.clipkit	5163	0.8875	0.8875	0.0667
33692at147550.cds.clipkit.FT.tre	33692at147550.cds.clipkit	3321	0.8427	0.8427	0.0458
32738at147550.cds.clipkit.FT.tre	32738at147550.cds.clipkit	3477	0.8728	0.8728	0.1554
32588at147550.cds.clipkit.FT.tre	32588at147550.cds.clipkit	6225	0.9119	0.9119	0.2555
33059at147550.cds.clipkit.FT.tre	33059at147550.cds.clipkit	3645	0.8581	0.8581	0.0584
32578at147550.cds.clipkit.FT.tre	32578at147550.cds.clipkit	3783	0.8639	0.8639	0.0642
32913at147550.cds.clipkit.FT.tre	32913at147550.cds.clipkit	4326	0.8971	0.8971	0.1772
33464at147550.cds.clipkit.FT.tre	33464at147550.cds.clipkit	4887	0.8803	0.8803	0.0462
33456at147550.cds.clipkit.FT.tre	33456at147550.cds.clipkit	2271	0.8412	0.8412	0.099
33330at147550.cds.clipkit.FT.tre	33330at147550.cds.clipkit	1752	0.7882	0.7882	0.0229
32837at147550.cds.clipkit.FT.tre	32837at147550.cds.clipkit	10722	0.8967	0.8967	0.0749
33775at147550.cds.clipkit.FT.tre	33775at147550.cds.clipkit	2400	0.8422	0.8422	0.0661
33796at147550.cds.clipkit.FT.tre	33796at147550.cds.clipkit	4128	0.8846	0.8846	0.0883
33851at147550.cds.clipkit.FT.tre	33851at147550.cds.clipkit	2244	0.8668	0.8668	0.0878
33873at147550.cds.clipkit.FT.tre	33873at147550.cds.clipkit	5871	0.897	0.897	0.1137
33917at147550.cds.clipkit.FT.tre	33917at147550.cds.clipkit	9168	0.8236	0.8236	0.0442
34019at147550.cds.clipkit.FT.tre	34019at147550.cds.clipkit	5505	0.8244	0.8244	0.171
34082at147550.cds.clipkit.FT.tre	34082at147550.cds.clipkit	2922	0.7981	0.7981	0.0415
33995at147550.cds.clipkit.FT.tre	33995at147550.cds.clipkit	6552	0.9052	0.9052	0.0978
3396at147550.cds.clipkit.FT.tre	3396at147550.cds.clipkit	7050	0.8574	0.8574	0.053
3425at147550.cds.clipkit.FT.tre	3425at147550.cds.clipkit	11403	0.8711	0.8711	0.0639
3432at147550.cds.clipkit.FT.tre	3432at147550.cds.clipkit	3765	0.8571	0.8571	0.0422
3408at147550.cds.clipkit.FT.tre	3408at147550.cds.clipkit	20685	0.9262	0.9262	0.2176
34560at147550.cds.clipkit.FT.tre	34560at147550.cds.clipkit	4590	0.8882	0.8882	0.0771
34203at147550.cds.clipkit.FT.tre	34203at147550.cds.clipkit	3135	0.8429	0.8429	0.0818
34026at147550.cds.clipkit.FT.tre	34026at147550.cds.clipkit	2628	0.8485	0.8485	0.0445
35121at147550.cds.clipkit.FT.tre	35121at147550.cds.clipkit	6216	0.8423	0.8423	0.0939
34224at147550.cds.clipkit.FT.tre	34224at147550.cds.clipkit	3597	0.8663	0.8663	0.0639
34378at147550.cds.clipkit.FT.tre	34378at147550.cds.clipkit	2718	0.8678	0.8678	0.0551
34282at147550.cds.clipkit.FT.tre	34282at147550.cds.clipkit	4419	0.8664	0.8664	0.0491
34234at147550.cds.clipkit.FT.tre	34234at147550.cds.clipkit	11289	0.9338	0.9338	0.1116
34129at147550.cds.clipkit.FT.tre	34129at147550.cds.clipkit	3981	0.896	0.896	0.1819
34304at147550.cds.clipkit.FT.tre	34304at147550.cds.clipkit	11754	0.8919	0.8919	0.0422
34868at147550.cds.clipkit.FT.tre	34868at147550.cds.clipkit	3447	0.8565	0.8565	0.0912
34900at147550.cds.clipkit.FT.tre	34900at147550.cds.clipkit	6180	0.875	0.875	0.1398
3444at147550.cds.clipkit.FT.tre	3444at147550.cds.clipkit	8670	0.9054	0.9054	0.0561
3453at147550.cds.clipkit.FT.tre	3453at147550.cds.clipkit	5919	0.8828	0.8828	0.0427
34105at147550.cds.clipkit.FT.tre	34105at147550.cds.clipkit	2655	0.8668	0.8668	0.0489
34400at147550.cds.clipkit.FT.tre	34400at147550.cds.clipkit	3885	0.8346	0.8346	0.0653
349at147550.cds.clipkit.FT.tre	349at147550.cds.clipkit	10215	0.896	0.896	0.0647
34300at147550.cds.clipkit.FT.tre	34300at147550.cds.clipkit	4452	0.8599	0.8599	0.0381
34960at147550.cds.clipkit.FT.tre	34960at147550.cds.clipkit	6465	0.9085	0.9085	0.2309
34885at147550.cds.clipkit.FT.tre	34885at147550.cds.clipkit	4542	0.8918	0.8918	0.1548
34675at147550.cds.clipkit.FT.tre	34675at147550.cds.clipkit	3984	0.8432	0.8432	0.0932
34155at147550.cds.clipkit.FT.tre	34155at147550.cds.clipkit	1581	0.8075	0.8075	0.024
35504at147550.cds.clipkit.FT.tre	35504at147550.cds.clipkit	4371	0.819	0.819	0.0238
34589at147550.cds.clipkit.FT.tre	34589at147550.cds.clipkit	1482	0.7611	0.7611	0.0182
34693at147550.cds.clipkit.FT.tre	34693at147550.cds.clipkit	4047	0.8378	0.8378	0.0757
35296at147550.cds.clipkit.FT.tre	35296at147550.cds.clipkit	2457	0.86	0.86	0.0425
35160at147550.cds.clipkit.FT.tre	35160at147550.cds.clipkit	1776	0.7668	0.7668	0.0437
3423at147550.cds.clipkit.FT.tre	3423at147550.cds.clipkit	9525	0.8982	0.8982	0.0442
34184at147550.cds.clipkit.FT.tre	34184at147550.cds.clipkit	2214	0.8226	0.8226	0.0532
35141at147550.cds.clipkit.FT.tre	35141at147550.cds.clipkit	2274	0.8434	0.8434	0.0613
34877at147550.cds.clipkit.FT.tre	34877at147550.cds.clipkit	3969	0.8917	0.8917	0.1069
3511at147550.cds.clipkit.FT.tre	3511at147550.cds.clipkit	5208	0.903	0.903	0.0624
3549at147550.cds.clipkit.FT.tre	3549at147550.cds.clipkit	3834	0.875	0.875	0.0458
3513at147550.cds.clipkit.FT.tre	3513at147550.cds.clipkit	8046	0.897	0.897	0.0374
34908at147550.cds.clipkit.FT.tre	34908at147550.cds.clipkit	2919	0.8574	0.8574	0.0685
35177at147550.cds.clipkit.FT.tre	35177at147550.cds.clipkit	1689	0.8393	0.8393	0.0391
35519at147550.cds.clipkit.FT.tre	35519at147550.cds.clipkit	2886	0.8613	0.8613	0.0668
34719at147550.cds.clipkit.FT.tre	34719at147550.cds.clipkit	4089	0.8745	0.8745	0.0549
34642at147550.cds.clipkit.FT.tre	34642at147550.cds.clipkit	3894	0.8953	0.8953	0.0907
34831at147550.cds.clipkit.FT.tre	34831at147550.cds.clipkit	2730	0.7907	0.7907	0.0343
35042at147550.cds.clipkit.FT.tre	35042at147550.cds.clipkit	3777	0.873	0.873	0.0596
35283at147550.cds.clipkit.FT.tre	35283at147550.cds.clipkit	4653	0.8695	0.8695	0.0664
35539at147550.cds.clipkit.FT.tre	35539at147550.cds.clipkit	3744	0.8878	0.8878	0.0421
35078at147550.cds.clipkit.FT.tre	35078at147550.cds.clipkit	2418	0.8197	0.8197	0.0685
35671at147550.cds.clipkit.FT.tre	35671at147550.cds.clipkit	4887	0.9078	0.9078	0.1935
35114at147550.cds.clipkit.FT.tre	35114at147550.cds.clipkit	3399	0.8652	0.8652	0.0418
35332at147550.cds.clipkit.FT.tre	35332at147550.cds.clipkit	2907	0.871	0.871	0.0551
35545at147550.cds.clipkit.FT.tre	35545at147550.cds.clipkit	2133	0.82	0.82	0.039
35542at147550.cds.clipkit.FT.tre	35542at147550.cds.clipkit	4428	0.8868	0.8868	0.1196
35686at147550.cds.clipkit.FT.tre	35686at147550.cds.clipkit	1662	0.8195	0.8195	0.0445
35576at147550.cds.clipkit.FT.tre	35576at147550.cds.clipkit	1824	0.8104	0.8104	0.0621
35413at147550.cds.clipkit.FT.tre	35413at147550.cds.clipkit	3018	0.8023	0.8023	0.037
35222at147550.cds.clipkit.FT.tre	35222at147550.cds.clipkit	2868	0.8664	0.8664	0.0367
3569at147550.cds.clipkit.FT.tre	3569at147550.cds.clipkit	7344	0.871	0.871	0.1008
35755at147550.cds.clipkit.FT.tre	35755at147550.cds.clipkit	1881	0.8612	0.8612	0.0587
35768at147550.cds.clipkit.FT.tre	35768at147550.cds.clipkit	3381	0.8656	0.8656	0.0844
35775at147550.cds.clipkit.FT.tre	35775at147550.cds.clipkit	5547	0.8882	0.8882	0.1456
3578at147550.cds.clipkit.FT.tre	3578at147550.cds.clipkit	5553	0.8895	0.8895	0.0566
35809at147550.cds.clipkit.FT.tre	35809at147550.cds.clipkit	2727	0.8282	0.8282	0.0419
35786at147550.cds.clipkit.FT.tre	35786at147550.cds.clipkit	7749	0.8777	0.8777	0.0374
35791at147550.cds.clipkit.FT.tre	35791at147550.cds.clipkit	5172	0.8737	0.8737	0.0518
35970at147550.cds.clipkit.FT.tre	35970at147550.cds.clipkit	4383	0.8487	0.8487	0.116
35852at147550.cds.clipkit.FT.tre	35852at147550.cds.clipkit	8145	0.9035	0.9035	0.0895
35876at147550.cds.clipkit.FT.tre	35876at147550.cds.clipkit	5142	0.8574	0.8574	0.0913
36579at147550.cds.clipkit.FT.tre	36579at147550.cds.clipkit	1773	0.8104	0.8104	0.0312
36059at147550.cds.clipkit.FT.tre	36059at147550.cds.clipkit	2193	0.8331	0.8331	0.0428
35895at147550.cds.clipkit.FT.tre	35895at147550.cds.clipkit	3207	0.8792	0.8792	0.0665
36214at147550.cds.clipkit.FT.tre	36214at147550.cds.clipkit	2763	0.8362	0.8362	0.0498
36194at147550.cds.clipkit.FT.tre	36194at147550.cds.clipkit	4872	0.8132	0.8132	0.1131
36003at147550.cds.clipkit.FT.tre	36003at147550.cds.clipkit	5124	0.8506	0.8506	0.0783
37458at147550.cds.clipkit.FT.tre	37458at147550.cds.clipkit	5811	0.8633	0.8633	0.0699
36791at147550.cds.clipkit.FT.tre	36791at147550.cds.clipkit	2325	0.8386	0.8386	0.0313
35906at147550.cds.clipkit.FT.tre	35906at147550.cds.clipkit	3381	0.8536	0.8536	0.0407
35853at147550.cds.clipkit.FT.tre	35853at147550.cds.clipkit	4035	0.8531	0.8531	0.0443
36395at147550.cds.clipkit.FT.tre	36395at147550.cds.clipkit	3717	0.8815	0.8815	0.0508
36502at147550.cds.clipkit.FT.tre	36502at147550.cds.clipkit	3615	0.8791	0.8791	0.1528
36548at147550.cds.clipkit.FT.tre	36548at147550.cds.clipkit	3276	0.8524	0.8524	0.044
36667at147550.cds.clipkit.FT.tre	36667at147550.cds.clipkit	2940	0.8737	0.8737	0.0535
36572at147550.cds.clipkit.FT.tre	36572at147550.cds.clipkit	5445	0.8878	0.8878	0.0791
37682at147550.cds.clipkit.FT.tre	37682at147550.cds.clipkit	5280	0.8687	0.8687	0.0787
36239at147550.cds.clipkit.FT.tre	36239at147550.cds.clipkit	4512	0.8857	0.8857	0.0714
36876at147550.cds.clipkit.FT.tre	36876at147550.cds.clipkit	2211	0.8393	0.8393	0.0453
36291at147550.cds.clipkit.FT.tre	36291at147550.cds.clipkit	4038	0.7939	0.7939	0.0556
37091at147550.cds.clipkit.FT.tre	37091at147550.cds.clipkit	3369	0.8275	0.8275	0.0413
37665at147550.cds.clipkit.FT.tre	37665at147550.cds.clipkit	2367	0.8177	0.8177	0.0887
36131at147550.cds.clipkit.FT.tre	36131at147550.cds.clipkit	7125	0.8157	0.8157	0.0846
36824at147550.cds.clipkit.FT.tre	36824at147550.cds.clipkit	2031	0.8426	0.8426	0.0909
36889at147550.cds.clipkit.FT.tre	36889at147550.cds.clipkit	3999	0.8871	0.8871	0.0963
37266at147550.cds.clipkit.FT.tre	37266at147550.cds.clipkit	5046	0.8611	0.8611	0.0397
36790at147550.cds.clipkit.FT.tre	36790at147550.cds.clipkit	3393	0.8495	0.8495	0.0564
36805at147550.cds.clipkit.FT.tre	36805at147550.cds.clipkit	2385	0.8324	0.8324	0.0442
36706at147550.cds.clipkit.FT.tre	36706at147550.cds.clipkit	2913	0.8697	0.8697	0.075
35865at147550.cds.clipkit.FT.tre	35865at147550.cds.clipkit	3951	0.8904	0.8904	0.0834
36093at147550.cds.clipkit.FT.tre	36093at147550.cds.clipkit	3390	0.8667	0.8667	0.0455
36818at147550.cds.clipkit.FT.tre	36818at147550.cds.clipkit	5175	0.888	0.888	0.0621
36067at147550.cds.clipkit.FT.tre	36067at147550.cds.clipkit	5667	0.8141	0.8141	0.0383
36638at147550.cds.clipkit.FT.tre	36638at147550.cds.clipkit	2961	0.8419	0.8419	0.0414
36087at147550.cds.clipkit.FT.tre	36087at147550.cds.clipkit	3138	0.8686	0.8686	0.1497
37814at147550.cds.clipkit.FT.tre	37814at147550.cds.clipkit	2871	0.8516	0.8516	0.0338
36151at147550.cds.clipkit.FT.tre	36151at147550.cds.clipkit	5598	0.8782	0.8782	0.0642
37709at147550.cds.clipkit.FT.tre	37709at147550.cds.clipkit	3003	0.8772	0.8772	0.1379
37194at147550.cds.clipkit.FT.tre	37194at147550.cds.clipkit	7599	0.8797	0.8797	0.0886
37830at147550.cds.clipkit.FT.tre	37830at147550.cds.clipkit	2913	0.8529	0.8529	0.0479
37077at147550.cds.clipkit.FT.tre	37077at147550.cds.clipkit	2493	0.7871	0.7871	0.028
37704at147550.cds.clipkit.FT.tre	37704at147550.cds.clipkit	3867	0.8511	0.8511	0.0695
3745at147550.cds.clipkit.FT.tre	3745at147550.cds.clipkit	9537	0.8548	0.8548	0.0566
3770at147550.cds.clipkit.FT.tre	3770at147550.cds.clipkit	12351	0.9132	0.9132	0.0452
37186at147550.cds.clipkit.FT.tre	37186at147550.cds.clipkit	2130	0.8283	0.8283	0.0365
38007at147550.cds.clipkit.FT.tre	38007at147550.cds.clipkit	2754	0.8603	0.8603	0.1332
37278at147550.cds.clipkit.FT.tre	37278at147550.cds.clipkit	2631	0.8158	0.8158	0.0535
37856at147550.cds.clipkit.FT.tre	37856at147550.cds.clipkit	3360	0.8488	0.8488	0.0413
37673at147550.cds.clipkit.FT.tre	37673at147550.cds.clipkit	6120	0.8681	0.8681	0.1021
3687at147550.cds.clipkit.FT.tre	3687at147550.cds.clipkit	10806	0.9274	0.9274	0.3914
37480at147550.cds.clipkit.FT.tre	37480at147550.cds.clipkit	2895	0.7695	0.7695	0.027
37389at147550.cds.clipkit.FT.tre	37389at147550.cds.clipkit	1800	0.8073	0.8073	0.0449
37851at147550.cds.clipkit.FT.tre	37851at147550.cds.clipkit	3849	0.87	0.87	0.0905
38017at147550.cds.clipkit.FT.tre	38017at147550.cds.clipkit	6054	0.8601	0.8601	0.0613
38019at147550.cds.clipkit.FT.tre	38019at147550.cds.clipkit	8160	0.8999	0.8999	0.1771
38227at147550.cds.clipkit.FT.tre	38227at147550.cds.clipkit	2658	0.8399	0.8399	0.0445
38240at147550.cds.clipkit.FT.tre	38240at147550.cds.clipkit	3624	0.8773	0.8773	0.0679
38289at147550.cds.clipkit.FT.tre	38289at147550.cds.clipkit	3597	0.8408	0.8408	0.0594
38606at147550.cds.clipkit.FT.tre	38606at147550.cds.clipkit	5826	0.8825	0.8825	0.0608
38577at147550.cds.clipkit.FT.tre	38577at147550.cds.clipkit	6720	0.8186	0.8186	0.0392
38335at147550.cds.clipkit.FT.tre	38335at147550.cds.clipkit	2913	0.8404	0.8404	0.0514
38341at147550.cds.clipkit.FT.tre	38341at147550.cds.clipkit	2526	0.8493	0.8493	0.0401
38605at147550.cds.clipkit.FT.tre	38605at147550.cds.clipkit	4761	0.8748	0.8748	0.1168
3882at147550.cds.clipkit.FT.tre	3882at147550.cds.clipkit	7890	0.8787	0.8787	0.0559
39044at147550.cds.clipkit.FT.tre	39044at147550.cds.clipkit	1734	0.801	0.801	0.0307
3883at147550.cds.clipkit.FT.tre	3883at147550.cds.clipkit	6609	0.9068	0.9068	0.1001
40033at147550.cds.clipkit.FT.tre	40033at147550.cds.clipkit	8649	0.8354	0.8354	0.062
39144at147550.cds.clipkit.FT.tre	39144at147550.cds.clipkit	2877	0.8472	0.8472	0.0637
39565at147550.cds.clipkit.FT.tre	39565at147550.cds.clipkit	6699	0.8276	0.8276	0.0532
39174at147550.cds.clipkit.FT.tre	39174at147550.cds.clipkit	2232	0.7965	0.7965	0.03
40133at147550.cds.clipkit.FT.tre	40133at147550.cds.clipkit	3156	0.842	0.842	0.0366
39404at147550.cds.clipkit.FT.tre	39404at147550.cds.clipkit	2949	0.8103	0.8103	0.0233
3947at147550.cds.clipkit.FT.tre	3947at147550.cds.clipkit	10752	0.9192	0.9192	0.1042
3904at147550.cds.clipkit.FT.tre	3904at147550.cds.clipkit	9645	0.8523	0.8523	0.0356
40287at147550.cds.clipkit.FT.tre	40287at147550.cds.clipkit	5751	0.8931	0.8931	0.0704
40248at147550.cds.clipkit.FT.tre	40248at147550.cds.clipkit	1788	0.8402	0.8402	0.0757
39156at147550.cds.clipkit.FT.tre	39156at147550.cds.clipkit	3063	0.7841	0.7841	0.0224
39576at147550.cds.clipkit.FT.tre	39576at147550.cds.clipkit	3498	0.8538	0.8538	0.0751
39723at147550.cds.clipkit.FT.tre	39723at147550.cds.clipkit	2055	0.8725	0.8725	0.0896
4050at147550.cds.clipkit.FT.tre	4050at147550.cds.clipkit	9558	0.9161	0.9161	0.1055
40005at147550.cds.clipkit.FT.tre	40005at147550.cds.clipkit	3441	0.875	0.875	0.0554
41254at147550.cds.clipkit.FT.tre	41254at147550.cds.clipkit	4479	0.8595	0.8595	0.0567
39220at147550.cds.clipkit.FT.tre	39220at147550.cds.clipkit	4080	0.9009	0.9009	0.1389
40462at147550.cds.clipkit.FT.tre	40462at147550.cds.clipkit	2223	0.8499	0.8499	0.0353
39479at147550.cds.clipkit.FT.tre	39479at147550.cds.clipkit	4395	0.8558	0.8558	0.0689
39314at147550.cds.clipkit.FT.tre	39314at147550.cds.clipkit	10551	0.9125	0.9125	0.1724
39359at147550.cds.clipkit.FT.tre	39359at147550.cds.clipkit	5175	0.8688	0.8688	0.0473
40560at147550.cds.clipkit.FT.tre	40560at147550.cds.clipkit	4746	0.8416	0.8416	0.0766
40479at147550.cds.clipkit.FT.tre	40479at147550.cds.clipkit	4596	0.8586	0.8586	0.0628
39567at147550.cds.clipkit.FT.tre	39567at147550.cds.clipkit	3699	0.8296	0.8296	0.0728
39735at147550.cds.clipkit.FT.tre	39735at147550.cds.clipkit	3567	0.8632	0.8632	0.0519
40883at147550.cds.clipkit.FT.tre	40883at147550.cds.clipkit	2697	0.8172	0.8172	0.0582
39806at147550.cds.clipkit.FT.tre	39806at147550.cds.clipkit	2613	0.8248	0.8248	0.036
40480at147550.cds.clipkit.FT.tre	40480at147550.cds.clipkit	3963	0.8558	0.8558	0.064
40085at147550.cds.clipkit.FT.tre	40085at147550.cds.clipkit	3450	0.8461	0.8461	0.048
40951at147550.cds.clipkit.FT.tre	40951at147550.cds.clipkit	4230	0.8983	0.8983	0.1004
405at147550.cds.clipkit.FT.tre	405at147550.cds.clipkit	10428	0.9015	0.9015	0.0555
41298at147550.cds.clipkit.FT.tre	41298at147550.cds.clipkit	3258	0.852	0.852	0.0663
41124at147550.cds.clipkit.FT.tre	41124at147550.cds.clipkit	4179	0.8869	0.8869	0.0805
40813at147550.cds.clipkit.FT.tre	40813at147550.cds.clipkit	4371	0.8401	0.8401	0.0813
40773at147550.cds.clipkit.FT.tre	40773at147550.cds.clipkit	3228	0.8453	0.8453	0.0606
39180at147550.cds.clipkit.FT.tre	39180at147550.cds.clipkit	6243	0.8551	0.8551	0.0825
40045at147550.cds.clipkit.FT.tre	40045at147550.cds.clipkit	2313	0.8185	0.8185	0.0286
40244at147550.cds.clipkit.FT.tre	40244at147550.cds.clipkit	6030	0.8647	0.8647	0.0398
41578at147550.cds.clipkit.FT.tre	41578at147550.cds.clipkit	3486	0.8493	0.8493	0.0413
407at147550.cds.clipkit.FT.tre	407at147550.cds.clipkit	16629	0.9388	0.9388	0.0703
40164at147550.cds.clipkit.FT.tre	40164at147550.cds.clipkit	2427	0.8495	0.8495	0.091
41404at147550.cds.clipkit.FT.tre	41404at147550.cds.clipkit	3939	0.834	0.834	0.0513
41340at147550.cds.clipkit.FT.tre	41340at147550.cds.clipkit	2007	0.8384	0.8384	0.111
4053at147550.cds.clipkit.FT.tre	4053at147550.cds.clipkit	11709	0.9327	0.9327	0.173
40459at147550.cds.clipkit.FT.tre	40459at147550.cds.clipkit	2256	0.9028	0.9028	0.1442
41235at147550.cds.clipkit.FT.tre	41235at147550.cds.clipkit	7791	0.8983	0.8983	0.1075
41345at147550.cds.clipkit.FT.tre	41345at147550.cds.clipkit	1866	0.8212	0.8212	0.0472
40341at147550.cds.clipkit.FT.tre	40341at147550.cds.clipkit	3603	0.8443	0.8443	0.0498
40851at147550.cds.clipkit.FT.tre	40851at147550.cds.clipkit	10659	0.9191	0.9191	0.0645
40890at147550.cds.clipkit.FT.tre	40890at147550.cds.clipkit	2205	0.7996	0.7996	0.0487
40016at147550.cds.clipkit.FT.tre	40016at147550.cds.clipkit	3183	0.8736	0.8736	0.1057
41419at147550.cds.clipkit.FT.tre	41419at147550.cds.clipkit	3009	0.9053	0.9053	0.1086
40512at147550.cds.clipkit.FT.tre	40512at147550.cds.clipkit	1818	0.7988	0.7988	0.0356
41723at147550.cds.clipkit.FT.tre	41723at147550.cds.clipkit	1782	0.8439	0.8439	0.0355
41807at147550.cds.clipkit.FT.tre	41807at147550.cds.clipkit	1995	0.8566	0.8566	0.0428
41805at147550.cds.clipkit.FT.tre	41805at147550.cds.clipkit	2994	0.8153	0.8153	0.0384
41827at147550.cds.clipkit.FT.tre	41827at147550.cds.clipkit	3270	0.8649	0.8649	0.0658
41839at147550.cds.clipkit.FT.tre	41839at147550.cds.clipkit	4542	0.8321	0.8321	0.0419
41854at147550.cds.clipkit.FT.tre	41854at147550.cds.clipkit	7398	0.8873	0.8873	0.0657
41876at147550.cds.clipkit.FT.tre	41876at147550.cds.clipkit	1560	0.7876	0.7876	0.0241
41856at147550.cds.clipkit.FT.tre	41856at147550.cds.clipkit	2409	0.8528	0.8528	0.1153
41904at147550.cds.clipkit.FT.tre	41904at147550.cds.clipkit	2931	0.8492	0.8492	0.1086
42239at147550.cds.clipkit.FT.tre	42239at147550.cds.clipkit	8226	0.8675	0.8675	0.0472
41997at147550.cds.clipkit.FT.tre	41997at147550.cds.clipkit	2112	0.8468	0.8468	0.067
41920at147550.cds.clipkit.FT.tre	41920at147550.cds.clipkit	5913	0.8934	0.8934	0.1581
42440at147550.cds.clipkit.FT.tre	42440at147550.cds.clipkit	6741	0.8579	0.8579	0.0411
