TREE	ALN	ALNLEN	mean_BSS	median_BSS	evoRate
102953at147550.aa.clipkit.FT.tre	102953at147550.aa.clipkit	149	0.6508	0.6508	0.0229
101310at147550.aa.clipkit.FT.tre	101310at147550.aa.clipkit	414	0.7458	0.7458	0.0512
103235at147550.aa.clipkit.FT.tre	103235at147550.aa.clipkit	169	0.6643	0.6643	0.0344
10221at147550.aa.clipkit.FT.tre	10221at147550.aa.clipkit	917	0.698	0.698	0.014
102474at147550.aa.clipkit.FT.tre	102474at147550.aa.clipkit	274	0.7187	0.7187	0.0455
102831at147550.aa.clipkit.FT.tre	102831at147550.aa.clipkit	198	0.6278	0.6278	0.037
101916at147550.aa.clipkit.FT.tre	101916at147550.aa.clipkit	365	0.7969	0.7969	0.148
103219at147550.aa.clipkit.FT.tre	103219at147550.aa.clipkit	137	0.7703	0.7703	0.0036
102787at147550.aa.clipkit.FT.tre	102787at147550.aa.clipkit	131	0.6502	0.6502	0.0065
102968at147550.aa.clipkit.FT.tre	102968at147550.aa.clipkit	193	0.6093	0.6093	0.0296
102419at147550.aa.clipkit.FT.tre	102419at147550.aa.clipkit	328	0.6853	0.6853	0.0504
1031at147550.aa.clipkit.FT.tre	1031at147550.aa.clipkit	2829	0.8794	0.8794	0.1099
102217at147550.aa.clipkit.FT.tre	102217at147550.aa.clipkit	228	0.7038	0.7038	0.1558
10235at147550.aa.clipkit.FT.tre	10235at147550.aa.clipkit	1543	0.7904	0.7904	0.0592
101643at147550.aa.clipkit.FT.tre	101643at147550.aa.clipkit	223	0.6602	0.6602	0.031
102654at147550.aa.clipkit.FT.tre	102654at147550.aa.clipkit	192	0.6452	0.6452	0.0325
101636at147550.aa.clipkit.FT.tre	101636at147550.aa.clipkit	335	0.7465	0.7465	0.0695
102998at147550.aa.clipkit.FT.tre	102998at147550.aa.clipkit	311	0.6977	0.6977	0.0533
102451at147550.aa.clipkit.FT.tre	102451at147550.aa.clipkit	212	0.6474	0.6474	0.0278
102143at147550.aa.clipkit.FT.tre	102143at147550.aa.clipkit	140	0.6968	0.6968	0.0362
103179at147550.aa.clipkit.FT.tre	103179at147550.aa.clipkit	162	0.6521	0.6521	0.0412
102552at147550.aa.clipkit.FT.tre	102552at147550.aa.clipkit	177	0.7172	0.7172	0.0333
101885at147550.aa.clipkit.FT.tre	101885at147550.aa.clipkit	154	0.687	0.687	0.0335
103304at147550.aa.clipkit.FT.tre	103304at147550.aa.clipkit	116	0.5998	0.5998	0.0127
103096at147550.aa.clipkit.FT.tre	103096at147550.aa.clipkit	220	0.586	0.586	0.0314
103041at147550.aa.clipkit.FT.tre	103041at147550.aa.clipkit	113	0.6382	0.6382	0.0064
102665at147550.aa.clipkit.FT.tre	102665at147550.aa.clipkit	106	0.7224	0.7224	0.0017
101635at147550.aa.clipkit.FT.tre	101635at147550.aa.clipkit	198	0.6397	0.6397	0.0323
102512at147550.aa.clipkit.FT.tre	102512at147550.aa.clipkit	174	0.636	0.636	0.0592
102701at147550.aa.clipkit.FT.tre	102701at147550.aa.clipkit	282	0.6865	0.6865	0.0942
101960at147550.aa.clipkit.FT.tre	101960at147550.aa.clipkit	251	0.6846	0.6846	0.0471
103344at147550.aa.clipkit.FT.tre	103344at147550.aa.clipkit	207	0.6309	0.6309	0.0493
10337at147550.aa.clipkit.FT.tre	10337at147550.aa.clipkit	887	0.7069	0.7069	0.0095
103075at147550.aa.clipkit.FT.tre	103075at147550.aa.clipkit	141	0.5913	0.5913	0.0177
102136at147550.aa.clipkit.FT.tre	102136at147550.aa.clipkit	131	0.6192	0.6192	0.0061
103392at147550.aa.clipkit.FT.tre	103392at147550.aa.clipkit	133	0.634	0.634	0.0139
103at147550.aa.clipkit.FT.tre	103at147550.aa.clipkit	5621	0.9066	0.9066	0.06
103402at147550.aa.clipkit.FT.tre	103402at147550.aa.clipkit	129	0.5775	0.5775	0.0178
103477at147550.aa.clipkit.FT.tre	103477at147550.aa.clipkit	322	0.7965	0.7965	0.2023
10389at147550.aa.clipkit.FT.tre	10389at147550.aa.clipkit	1062	0.7113	0.7113	0.0087
104375at147550.aa.clipkit.FT.tre	104375at147550.aa.clipkit	256	0.6846	0.6846	0.0413
10441at147550.aa.clipkit.FT.tre	10441at147550.aa.clipkit	1019	0.832	0.832	0.234
104225at147550.aa.clipkit.FT.tre	104225at147550.aa.clipkit	234	0.7182	0.7182	0.104
104567at147550.aa.clipkit.FT.tre	104567at147550.aa.clipkit	139	0.6123	0.6123	0.0137
103644at147550.aa.clipkit.FT.tre	103644at147550.aa.clipkit	288	0.7517	0.7517	0.0819
103754at147550.aa.clipkit.FT.tre	103754at147550.aa.clipkit	191	0.6093	0.6093	0.0339
103443at147550.aa.clipkit.FT.tre	103443at147550.aa.clipkit	210	0.6508	0.6508	0.0881
103405at147550.aa.clipkit.FT.tre	103405at147550.aa.clipkit	145	0.6675	0.6675	0.0393
103881at147550.aa.clipkit.FT.tre	103881at147550.aa.clipkit	246	0.6936	0.6936	0.0817
104195at147550.aa.clipkit.FT.tre	104195at147550.aa.clipkit	148	0.6409	0.6409	0.0251
104475at147550.aa.clipkit.FT.tre	104475at147550.aa.clipkit	150	0.6217	0.6217	0.0056
105372at147550.aa.clipkit.FT.tre	105372at147550.aa.clipkit	216	0.6452	0.6452	0.0683
104354at147550.aa.clipkit.FT.tre	104354at147550.aa.clipkit	277	0.6345	0.6345	0.0764
105155at147550.aa.clipkit.FT.tre	105155at147550.aa.clipkit	646	0.8155	0.8155	0.2767
104642at147550.aa.clipkit.FT.tre	104642at147550.aa.clipkit	283	0.6603	0.6603	0.0584
10549at147550.aa.clipkit.FT.tre	10549at147550.aa.clipkit	1176	0.8552	0.8552	0.0619
104321at147550.aa.clipkit.FT.tre	104321at147550.aa.clipkit	191	0.6047	0.6047	0.0236
104522at147550.aa.clipkit.FT.tre	104522at147550.aa.clipkit	283	0.7668	0.7668	0.2801
104284at147550.aa.clipkit.FT.tre	104284at147550.aa.clipkit	130	0.6925	0.6925	0.0234
103721at147550.aa.clipkit.FT.tre	103721at147550.aa.clipkit	122	0.6203	0.6203	0.0203
104430at147550.aa.clipkit.FT.tre	104430at147550.aa.clipkit	432	0.7795	0.7795	0.2599
103510at147550.aa.clipkit.FT.tre	103510at147550.aa.clipkit	104	0.6259	0.6259	0.0147
105231at147550.aa.clipkit.FT.tre	105231at147550.aa.clipkit	239	0.7391	0.7391	0.1298
103532at147550.aa.clipkit.FT.tre	103532at147550.aa.clipkit	348	0.8389	0.8389	0.243
104633at147550.aa.clipkit.FT.tre	104633at147550.aa.clipkit	156	0.6811	0.6811	0.0376
105296at147550.aa.clipkit.FT.tre	105296at147550.aa.clipkit	181	0.7257	0.7257	0.0274
10370at147550.aa.clipkit.FT.tre	10370at147550.aa.clipkit	1834	0.8734	0.8734	0.2129
105291at147550.aa.clipkit.FT.tre	105291at147550.aa.clipkit	131	0.6478	0.6478	0.0443
103489at147550.aa.clipkit.FT.tre	103489at147550.aa.clipkit	355	0.7133	0.7133	0.032
104799at147550.aa.clipkit.FT.tre	104799at147550.aa.clipkit	125	0.6631	0.6631	0.0217
103547at147550.aa.clipkit.FT.tre	103547at147550.aa.clipkit	138	0.508	0.508	0.0086
104050at147550.aa.clipkit.FT.tre	104050at147550.aa.clipkit	163	0.7037	0.7037	0.0408
105529at147550.aa.clipkit.FT.tre	105529at147550.aa.clipkit	147	0.584	0.584	0.0213
104244at147550.aa.clipkit.FT.tre	104244at147550.aa.clipkit	350	0.7152	0.7152	0.0715
105347at147550.aa.clipkit.FT.tre	105347at147550.aa.clipkit	160	0.6046	0.6046	0.024
104466at147550.aa.clipkit.FT.tre	104466at147550.aa.clipkit	134	0.6532	0.6532	0.056
105401at147550.aa.clipkit.FT.tre	105401at147550.aa.clipkit	190	0.649	0.649	0.0419
103929at147550.aa.clipkit.FT.tre	103929at147550.aa.clipkit	276	0.7071	0.7071	0.0633
104571at147550.aa.clipkit.FT.tre	104571at147550.aa.clipkit	158	0.6231	0.6231	0.0143
105427at147550.aa.clipkit.FT.tre	105427at147550.aa.clipkit	148	0.6498	0.6498	0.0267
10526at147550.aa.clipkit.FT.tre	10526at147550.aa.clipkit	1052	0.7652	0.7652	0.0647
104366at147550.aa.clipkit.FT.tre	104366at147550.aa.clipkit	402	0.7937	0.7937	0.15
104882at147550.aa.clipkit.FT.tre	104882at147550.aa.clipkit	169	0.704	0.704	0.1295
104752at147550.aa.clipkit.FT.tre	104752at147550.aa.clipkit	282	0.6882	0.6882	0.0691
105293at147550.aa.clipkit.FT.tre	105293at147550.aa.clipkit	137	0.6253	0.6253	0.0296
105127at147550.aa.clipkit.FT.tre	105127at147550.aa.clipkit	152	0.6698	0.6698	0.0493
104848at147550.aa.clipkit.FT.tre	104848at147550.aa.clipkit	114	0.6473	0.6473	0.0265
105653at147550.aa.clipkit.FT.tre	105653at147550.aa.clipkit	338	0.7737	0.7737	0.3073
104092at147550.aa.clipkit.FT.tre	104092at147550.aa.clipkit	261	0.6501	0.6501	0.0807
104893at147550.aa.clipkit.FT.tre	104893at147550.aa.clipkit	374	0.6907	0.6907	0.0616
10462at147550.aa.clipkit.FT.tre	10462at147550.aa.clipkit	1647	0.8317	0.8317	0.0665
104934at147550.aa.clipkit.FT.tre	104934at147550.aa.clipkit	218	0.6489	0.6489	0.0431
104906at147550.aa.clipkit.FT.tre	104906at147550.aa.clipkit	228	0.6975	0.6975	0.1317
103495at147550.aa.clipkit.FT.tre	103495at147550.aa.clipkit	453	0.7255	0.7255	0.0503
104922at147550.aa.clipkit.FT.tre	104922at147550.aa.clipkit	336	0.7235	0.7235	0.0478
105506at147550.aa.clipkit.FT.tre	105506at147550.aa.clipkit	96	0.5823	0.5823	0.0129
105542at147550.aa.clipkit.FT.tre	105542at147550.aa.clipkit	160	0.6789	0.6789	0.0609
105533at147550.aa.clipkit.FT.tre	105533at147550.aa.clipkit	140	0.6855	0.6855	0.0244
105629at147550.aa.clipkit.FT.tre	105629at147550.aa.clipkit	204	0.7515	0.7515	0.1805
105699at147550.aa.clipkit.FT.tre	105699at147550.aa.clipkit	126	0.7072	0.7072	0.0303
105821at147550.aa.clipkit.FT.tre	105821at147550.aa.clipkit	122	0.5954	0.5954	0.0094
105902at147550.aa.clipkit.FT.tre	105902at147550.aa.clipkit	151	0.6351	0.6351	0.0393
106901at147550.aa.clipkit.FT.tre	106901at147550.aa.clipkit	136	0.6768	0.6768	0.0608
106024at147550.aa.clipkit.FT.tre	106024at147550.aa.clipkit	121	0.6833	0.6833	0.0113
106868at147550.aa.clipkit.FT.tre	106868at147550.aa.clipkit	110	0.6551	0.6551	0.0369
106at147550.aa.clipkit.FT.tre	106at147550.aa.clipkit	3961	0.8332	0.8332	0.018
107081at147550.aa.clipkit.FT.tre	107081at147550.aa.clipkit	223	0.6828	0.6828	0.0417
106346at147550.aa.clipkit.FT.tre	106346at147550.aa.clipkit	198	0.671	0.671	0.1048
10591at147550.aa.clipkit.FT.tre	10591at147550.aa.clipkit	896	0.7455	0.7455	0.0155
105818at147550.aa.clipkit.FT.tre	105818at147550.aa.clipkit	104	0.6228	0.6228	0.0227
106764at147550.aa.clipkit.FT.tre	106764at147550.aa.clipkit	429	0.7972	0.7972	0.1743
107308at147550.aa.clipkit.FT.tre	107308at147550.aa.clipkit	379	0.796	0.796	0.2605
106194at147550.aa.clipkit.FT.tre	106194at147550.aa.clipkit	134	0.6937	0.6937	0.0064
107841at147550.aa.clipkit.FT.tre	107841at147550.aa.clipkit	187	0.6111	0.6111	0.0931
106498at147550.aa.clipkit.FT.tre	106498at147550.aa.clipkit	554	0.8183	0.8183	0.2544
106272at147550.aa.clipkit.FT.tre	106272at147550.aa.clipkit	178	0.6964	0.6964	0.0973
108187at147550.aa.clipkit.FT.tre	108187at147550.aa.clipkit	111	0.5884	0.5884	0.0232
107646at147550.aa.clipkit.FT.tre	107646at147550.aa.clipkit	295	0.6621	0.6621	0.0488
106143at147550.aa.clipkit.FT.tre	106143at147550.aa.clipkit	266	0.7592	0.7592	0.1731
10650at147550.aa.clipkit.FT.tre	10650at147550.aa.clipkit	927	0.7246	0.7246	0.0284
105710at147550.aa.clipkit.FT.tre	105710at147550.aa.clipkit	150	0.6017	0.6017	0.0366
107228at147550.aa.clipkit.FT.tre	107228at147550.aa.clipkit	93	0.7032	0.7032	0.014
109139at147550.aa.clipkit.FT.tre	109139at147550.aa.clipkit	151	0.582	0.582	0.0194
109219at147550.aa.clipkit.FT.tre	109219at147550.aa.clipkit	193	0.6586	0.6586	0.1486
10629at147550.aa.clipkit.FT.tre	10629at147550.aa.clipkit	789	0.7042	0.7042	0.0378
107501at147550.aa.clipkit.FT.tre	107501at147550.aa.clipkit	189	0.6566	0.6566	0.0312
106516at147550.aa.clipkit.FT.tre	106516at147550.aa.clipkit	273	0.7056	0.7056	0.1574
106425at147550.aa.clipkit.FT.tre	106425at147550.aa.clipkit	96	0.6309	0.6309	0.0111
108987at147550.aa.clipkit.FT.tre	108987at147550.aa.clipkit	133	0.6289	0.6289	0.0386
107520at147550.aa.clipkit.FT.tre	107520at147550.aa.clipkit	154	0.7194	0.7194	0.1397
108893at147550.aa.clipkit.FT.tre	108893at147550.aa.clipkit	475	0.5924	0.5924	0.2364
107768at147550.aa.clipkit.FT.tre	107768at147550.aa.clipkit	137	0.6766	0.6766	0.0147
107024at147550.aa.clipkit.FT.tre	107024at147550.aa.clipkit	96	0.6874	0.6874	0.0119
107658at147550.aa.clipkit.FT.tre	107658at147550.aa.clipkit	485	0.8033	0.8033	0.2747
107116at147550.aa.clipkit.FT.tre	107116at147550.aa.clipkit	87	0.6156	0.6156	0.0161
109282at147550.aa.clipkit.FT.tre	109282at147550.aa.clipkit	163	0.7222	0.7222	0.1045
105969at147550.aa.clipkit.FT.tre	105969at147550.aa.clipkit	177	0.6531	0.6531	0.0269
108443at147550.aa.clipkit.FT.tre	108443at147550.aa.clipkit	109	0.5953	0.5953	0.0154
110555at147550.aa.clipkit.FT.tre	110555at147550.aa.clipkit	110	0.633	0.633	0.0189
106299at147550.aa.clipkit.FT.tre	106299at147550.aa.clipkit	83	0.5926	0.5926	0.0023
110074at147550.aa.clipkit.FT.tre	110074at147550.aa.clipkit	311	0.7927	0.7927	0.222
109090at147550.aa.clipkit.FT.tre	109090at147550.aa.clipkit	259	0.777	0.777	0.1146
107945at147550.aa.clipkit.FT.tre	107945at147550.aa.clipkit	201	0.6587	0.6587	0.0409
109061at147550.aa.clipkit.FT.tre	109061at147550.aa.clipkit	96	0.5758	0.5758	0.0232
109439at147550.aa.clipkit.FT.tre	109439at147550.aa.clipkit	111	0.6495	0.6495	0.0382
106649at147550.aa.clipkit.FT.tre	106649at147550.aa.clipkit	144	0.7146	0.7146	0.0432
109796at147550.aa.clipkit.FT.tre	109796at147550.aa.clipkit	139	0.6716	0.6716	0.0815
108970at147550.aa.clipkit.FT.tre	108970at147550.aa.clipkit	191	0.6789	0.6789	0.0186
10916at147550.aa.clipkit.FT.tre	10916at147550.aa.clipkit	899	0.7915	0.7915	0.1133
106034at147550.aa.clipkit.FT.tre	106034at147550.aa.clipkit	112	0.6831	0.6831	0.0166
107389at147550.aa.clipkit.FT.tre	107389at147550.aa.clipkit	206	0.6202	0.6202	0.0451
109362at147550.aa.clipkit.FT.tre	109362at147550.aa.clipkit	154	0.6983	0.6983	0.0326
110215at147550.aa.clipkit.FT.tre	110215at147550.aa.clipkit	130	0.6407	0.6407	0.0159
109280at147550.aa.clipkit.FT.tre	109280at147550.aa.clipkit	70	0.7114	0.7114	0.0091
108884at147550.aa.clipkit.FT.tre	108884at147550.aa.clipkit	133	0.6328	0.6328	0.0316
107007at147550.aa.clipkit.FT.tre	107007at147550.aa.clipkit	106	0.6153	0.6153	0.026
108583at147550.aa.clipkit.FT.tre	108583at147550.aa.clipkit	324	0.6687	0.6687	0.0291
11040at147550.aa.clipkit.FT.tre	11040at147550.aa.clipkit	801	0.7117	0.7117	0.0495
10950at147550.aa.clipkit.FT.tre	10950at147550.aa.clipkit	1012	0.7102	0.7102	0.0168
109297at147550.aa.clipkit.FT.tre	109297at147550.aa.clipkit	89	0.6754	0.6754	0.0081
109286at147550.aa.clipkit.FT.tre	109286at147550.aa.clipkit	98	0.6976	0.6976	0.0414
109636at147550.aa.clipkit.FT.tre	109636at147550.aa.clipkit	177	0.808	0.808	0.1725
110886at147550.aa.clipkit.FT.tre	110886at147550.aa.clipkit	514	0.7962	0.7962	0.1591
11090at147550.aa.clipkit.FT.tre	11090at147550.aa.clipkit	851	0.701	0.701	0.0304
11200at147550.aa.clipkit.FT.tre	11200at147550.aa.clipkit	1253	0.8433	0.8433	0.1894
11164at147550.aa.clipkit.FT.tre	11164at147550.aa.clipkit	924	0.755	0.755	0.0139
11669at147550.aa.clipkit.FT.tre	11669at147550.aa.clipkit	993	0.8563	0.8563	0.0676
1123at147550.aa.clipkit.FT.tre	1123at147550.aa.clipkit	1811	0.8281	0.8281	0.0842
11366at147550.aa.clipkit.FT.tre	11366at147550.aa.clipkit	802	0.7261	0.7261	0.012
11110at147550.aa.clipkit.FT.tre	11110at147550.aa.clipkit	1160	0.7438	0.7438	0.0366
111125at147550.aa.clipkit.FT.tre	111125at147550.aa.clipkit	252	0.6647	0.6647	0.0407
11690at147550.aa.clipkit.FT.tre	11690at147550.aa.clipkit	863	0.7508	0.7508	0.0398
13030at147550.aa.clipkit.FT.tre	13030at147550.aa.clipkit	1627	0.8639	0.8639	0.1139
1135at147550.aa.clipkit.FT.tre	1135at147550.aa.clipkit	2411	0.7717	0.7717	0.0576
11129at147550.aa.clipkit.FT.tre	11129at147550.aa.clipkit	776	0.6945	0.6945	0.0409
11295at147550.aa.clipkit.FT.tre	11295at147550.aa.clipkit	1045	0.7785	0.7785	0.1462
11744at147550.aa.clipkit.FT.tre	11744at147550.aa.clipkit	864	0.802	0.802	0.0436
11354at147550.aa.clipkit.FT.tre	11354at147550.aa.clipkit	790	0.7274	0.7274	0.0179
12911at147550.aa.clipkit.FT.tre	12911at147550.aa.clipkit	834	0.7446	0.7446	0.0275
12275at147550.aa.clipkit.FT.tre	12275at147550.aa.clipkit	900	0.7788	0.7788	0.0553
12363at147550.aa.clipkit.FT.tre	12363at147550.aa.clipkit	1145	0.8153	0.8153	0.0438
1205at147550.aa.clipkit.FT.tre	1205at147550.aa.clipkit	2187	0.8164	0.8164	0.0722
12516at147550.aa.clipkit.FT.tre	12516at147550.aa.clipkit	1426	0.8738	0.8738	0.3228
1229at147550.aa.clipkit.FT.tre	1229at147550.aa.clipkit	2476	0.896	0.896	0.3151
12178at147550.aa.clipkit.FT.tre	12178at147550.aa.clipkit	1255	0.7766	0.7766	0.0301
12045at147550.aa.clipkit.FT.tre	12045at147550.aa.clipkit	1296	0.8238	0.8238	0.0676
11296at147550.aa.clipkit.FT.tre	11296at147550.aa.clipkit	904	0.8049	0.8049	0.0649
11719at147550.aa.clipkit.FT.tre	11719at147550.aa.clipkit	881	0.7113	0.7113	0.0413
11419at147550.aa.clipkit.FT.tre	11419at147550.aa.clipkit	754	0.6833	0.6833	0.0206
11912at147550.aa.clipkit.FT.tre	11912at147550.aa.clipkit	1030	0.8024	0.8024	0.0882
12110at147550.aa.clipkit.FT.tre	12110at147550.aa.clipkit	1117	0.8731	0.8731	0.2611
11549at147550.aa.clipkit.FT.tre	11549at147550.aa.clipkit	1135	0.7537	0.7537	0.0265
12164at147550.aa.clipkit.FT.tre	12164at147550.aa.clipkit	1025	0.7955	0.7955	0.0889
11908at147550.aa.clipkit.FT.tre	11908at147550.aa.clipkit	761	0.6075	0.6075	0.0117
12131at147550.aa.clipkit.FT.tre	12131at147550.aa.clipkit	860	0.7628	0.7628	0.0572
11504at147550.aa.clipkit.FT.tre	11504at147550.aa.clipkit	1014	0.7924	0.7924	0.032
12490at147550.aa.clipkit.FT.tre	12490at147550.aa.clipkit	1522	0.8659	0.8659	0.1219
12349at147550.aa.clipkit.FT.tre	12349at147550.aa.clipkit	857	0.7477	0.7477	0.0322
12290at147550.aa.clipkit.FT.tre	12290at147550.aa.clipkit	710	0.6997	0.6997	0.0077
12201at147550.aa.clipkit.FT.tre	12201at147550.aa.clipkit	1199	0.7236	0.7236	0.135
12579at147550.aa.clipkit.FT.tre	12579at147550.aa.clipkit	765	0.7364	0.7364	0.0706
11470at147550.aa.clipkit.FT.tre	11470at147550.aa.clipkit	1235	0.7535	0.7535	0.0238
12889at147550.aa.clipkit.FT.tre	12889at147550.aa.clipkit	2034	0.8909	0.8909	0.3687
11360at147550.aa.clipkit.FT.tre	11360at147550.aa.clipkit	841	0.6536	0.6536	0.0216
12012at147550.aa.clipkit.FT.tre	12012at147550.aa.clipkit	1109	0.7481	0.7481	0.0343
12545at147550.aa.clipkit.FT.tre	12545at147550.aa.clipkit	1064	0.7908	0.7908	0.0599
12772at147550.aa.clipkit.FT.tre	12772at147550.aa.clipkit	946	0.7947	0.7947	0.1073
11345at147550.aa.clipkit.FT.tre	11345at147550.aa.clipkit	802	0.7474	0.7474	0.1171
1304at147550.aa.clipkit.FT.tre	1304at147550.aa.clipkit	1857	0.8724	0.8724	0.2683
11805at147550.aa.clipkit.FT.tre	11805at147550.aa.clipkit	1078	0.7746	0.7746	0.0785
12039at147550.aa.clipkit.FT.tre	12039at147550.aa.clipkit	1028	0.7692	0.7692	0.0606
1121at147550.aa.clipkit.FT.tre	1121at147550.aa.clipkit	2097	0.8538	0.8538	0.0414
12211at147550.aa.clipkit.FT.tre	12211at147550.aa.clipkit	848	0.7908	0.7908	0.0375
13104at147550.aa.clipkit.FT.tre	13104at147550.aa.clipkit	1544	0.8794	0.8794	0.126
11699at147550.aa.clipkit.FT.tre	11699at147550.aa.clipkit	1278	0.8359	0.8359	0.0854
12647at147550.aa.clipkit.FT.tre	12647at147550.aa.clipkit	776	0.6681	0.6681	0.0409
11921at147550.aa.clipkit.FT.tre	11921at147550.aa.clipkit	1623	0.8408	0.8408	0.0561
12343at147550.aa.clipkit.FT.tre	12343at147550.aa.clipkit	1450	0.8148	0.8148	0.1339
11882at147550.aa.clipkit.FT.tre	11882at147550.aa.clipkit	927	0.8062	0.8062	0.0789
11516at147550.aa.clipkit.FT.tre	11516at147550.aa.clipkit	763	0.7196	0.7196	0.0055
12694at147550.aa.clipkit.FT.tre	12694at147550.aa.clipkit	1420	0.7701	0.7701	0.1132
13129at147550.aa.clipkit.FT.tre	13129at147550.aa.clipkit	904	0.8243	0.8243	0.0586
13316at147550.aa.clipkit.FT.tre	13316at147550.aa.clipkit	941	0.807	0.807	0.0443
11925at147550.aa.clipkit.FT.tre	11925at147550.aa.clipkit	701	0.7409	0.7409	0.0253
13099at147550.aa.clipkit.FT.tre	13099at147550.aa.clipkit	1189	0.8245	0.8245	0.2325
13119at147550.aa.clipkit.FT.tre	13119at147550.aa.clipkit	791	0.7059	0.7059	0.0237
13126at147550.aa.clipkit.FT.tre	13126at147550.aa.clipkit	854	0.7385	0.7385	0.0352
13350at147550.aa.clipkit.FT.tre	13350at147550.aa.clipkit	860	0.7531	0.7531	0.0682
13563at147550.aa.clipkit.FT.tre	13563at147550.aa.clipkit	861	0.7766	0.7766	0.1049
13891at147550.aa.clipkit.FT.tre	13891at147550.aa.clipkit	797	0.8259	0.8259	0.1751
13541at147550.aa.clipkit.FT.tre	13541at147550.aa.clipkit	767	0.8007	0.8007	0.1843
14639at147550.aa.clipkit.FT.tre	14639at147550.aa.clipkit	956	0.7392	0.7392	0.0255
13715at147550.aa.clipkit.FT.tre	13715at147550.aa.clipkit	690	0.7171	0.7171	0.0356
13521at147550.aa.clipkit.FT.tre	13521at147550.aa.clipkit	929	0.8048	0.8048	0.0956
15330at147550.aa.clipkit.FT.tre	15330at147550.aa.clipkit	829	0.7665	0.7665	0.1581
13529at147550.aa.clipkit.FT.tre	13529at147550.aa.clipkit	1657	0.8002	0.8002	0.1396
14450at147550.aa.clipkit.FT.tre	14450at147550.aa.clipkit	1593	0.8581	0.8581	0.2429
14074at147550.aa.clipkit.FT.tre	14074at147550.aa.clipkit	1276	0.812	0.812	0.0648
15580at147550.aa.clipkit.FT.tre	15580at147550.aa.clipkit	1308	0.8241	0.8241	0.1726
15466at147550.aa.clipkit.FT.tre	15466at147550.aa.clipkit	905	0.7839	0.7839	0.0613
14194at147550.aa.clipkit.FT.tre	14194at147550.aa.clipkit	652	0.6865	0.6865	0.0078
15644at147550.aa.clipkit.FT.tre	15644at147550.aa.clipkit	992	0.743	0.743	0.0497
16008at147550.aa.clipkit.FT.tre	16008at147550.aa.clipkit	1106	0.8054	0.8054	0.0423
14398at147550.aa.clipkit.FT.tre	14398at147550.aa.clipkit	1046	0.8112	0.8112	0.053
14360at147550.aa.clipkit.FT.tre	14360at147550.aa.clipkit	996	0.8072	0.8072	0.0617
14954at147550.aa.clipkit.FT.tre	14954at147550.aa.clipkit	800	0.7605	0.7605	0.0372
15223at147550.aa.clipkit.FT.tre	15223at147550.aa.clipkit	720	0.6887	0.6887	0.0229
13912at147550.aa.clipkit.FT.tre	13912at147550.aa.clipkit	1119	0.8033	0.8033	0.0248
14018at147550.aa.clipkit.FT.tre	14018at147550.aa.clipkit	2569	0.8947	0.8947	1.0256
13803at147550.aa.clipkit.FT.tre	13803at147550.aa.clipkit	712	0.7436	0.7436	0.0079
16598at147550.aa.clipkit.FT.tre	16598at147550.aa.clipkit	634	0.6782	0.6782	0.0692
13900at147550.aa.clipkit.FT.tre	13900at147550.aa.clipkit	764	0.6282	0.6282	0.0146
13753at147550.aa.clipkit.FT.tre	13753at147550.aa.clipkit	1475	0.7373	0.7373	0.0896
15344at147550.aa.clipkit.FT.tre	15344at147550.aa.clipkit	1151	0.8232	0.8232	0.0798
1407at147550.aa.clipkit.FT.tre	1407at147550.aa.clipkit	2065	0.8469	0.8469	0.0551
14129at147550.aa.clipkit.FT.tre	14129at147550.aa.clipkit	1039	0.7943	0.7943	0.0669
15835at147550.aa.clipkit.FT.tre	15835at147550.aa.clipkit	721	0.7627	0.7627	0.0538
16155at147550.aa.clipkit.FT.tre	16155at147550.aa.clipkit	978	0.8056	0.8056	0.0778
15027at147550.aa.clipkit.FT.tre	15027at147550.aa.clipkit	742	0.7313	0.7313	0.1189
14095at147550.aa.clipkit.FT.tre	14095at147550.aa.clipkit	722	0.6813	0.6813	0.0249
15530at147550.aa.clipkit.FT.tre	15530at147550.aa.clipkit	965	0.8358	0.8358	0.2749
15916at147550.aa.clipkit.FT.tre	15916at147550.aa.clipkit	838	0.6971	0.6971	0.0203
1401at147550.aa.clipkit.FT.tre	1401at147550.aa.clipkit	1780	0.7888	0.7888	0.042
15100at147550.aa.clipkit.FT.tre	15100at147550.aa.clipkit	854	0.7705	0.7705	0.0659
15417at147550.aa.clipkit.FT.tre	15417at147550.aa.clipkit	791	0.6951	0.6951	0.0198
14390at147550.aa.clipkit.FT.tre	14390at147550.aa.clipkit	937	0.8027	0.8027	0.1017
15536at147550.aa.clipkit.FT.tre	15536at147550.aa.clipkit	1128	0.7894	0.7894	0.0658
16070at147550.aa.clipkit.FT.tre	16070at147550.aa.clipkit	951	0.7809	0.7809	0.0467
15515at147550.aa.clipkit.FT.tre	15515at147550.aa.clipkit	926	0.7524	0.7524	0.0676
14353at147550.aa.clipkit.FT.tre	14353at147550.aa.clipkit	1210	0.7635	0.7635	0.0488
16225at147550.aa.clipkit.FT.tre	16225at147550.aa.clipkit	703	0.6933	0.6933	0.0149
14136at147550.aa.clipkit.FT.tre	14136at147550.aa.clipkit	1416	0.7935	0.7935	0.2125
1605at147550.aa.clipkit.FT.tre	1605at147550.aa.clipkit	1729	0.7161	0.7161	0.0517
14542at147550.aa.clipkit.FT.tre	14542at147550.aa.clipkit	1199	0.8785	0.8785	0.171
